ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
042d49da-c94a-45fa-a76e-34f1b5133e53,Dyrektywa Parlamentu Europejskiego,Dyrektywa Parlamentu Europejskiego,dyrektywa parlamentu europejskiego,False,dyrektywa parlament europejski,dyrektywa parlament europejski,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Centrum RIS,Centrum RIS,centrum ris,False,centrum RIS,centrum RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urząd Żeglugi Śródlądowej w Szczecinie,Urząd Żeglugi Śródlądowej w Szczecinie,urząd żeglugi śródlądowej w szczecinie,False,urząd żeglugi śródlądowa w Szczecin,urząd żeglugi śródlądowa w Szczecin,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Grup Ekspertów RIS,Grup Ekspertów RIS,grup ekspertów ris,False,grup ekspert RIS,grup ekspert RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urzędy Żeglugi Śródlądowej,Urzędy Żeglugi Śródlądowej,urzędy żeglugi śródlądowej,False,urząd żeglugi śródlądowa,urząd żeglugi śródlądowa,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Urząd Żeglugi Śródlądowej w Szczecinie,Urząd Żeglugi Śródlądowej w Szczecinie,urząd żeglugi śródlądowej w szczecinie,False,urząd żeglugi śródlądowa w Szczecin,urząd żeglugi śródlądowa w Szczecin,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,Centrum RIS,Centrum RIS,centrum ris,False,centrum RIS,centrum RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,RIS,RIS,ris,False,RIS,RIS,Government / Public Administration
042d49da-c94a-45fa-a76e-34f1b5133e53,europejskiej,europejskiej,europejskiej,False,europejski,europejski,International Organization / EU
